"Points:0","Points:1","Points:2","U:0","U:1","U:2","p"
0.52298,0.020842,0,11.876,-0.67627,-0.0006428,-14.477
0.5334,0.023304,0,11.777,-0.72361,-0.00034567,-12.788
0.54174,0.023289,0,11.678,-0.77659,-0.00033763,-11.625
0.53991,0.023292,0,11.7,-0.76538,-0.00033947,-11.883
0.54398,0.023284,0,11.65,-0.78933,-0.00033538,-11.305
0.55008,0.023271,0,11.574,-0.82233,-0.00032823,-10.423
0.55841,0.02325,0,11.466,-0.86458,-0.00031677,-9.1704
0.56675,0.023226,0,11.351,-0.8973,-0.00030091,-7.8621
0.56581,0.023229,0,11.364,-0.89377,-0.00030282,-8.0122
0.57926,0.020703,0,11.136,-0.98004,-0.00036805,-5.697
0.57508,0.023198,0,11.222,-0.92372,-0.00028118,-6.4075
0.57604,0.023194,0,11.205,-0.92566,-0.00027859,-6.2228
0.58762,0.020665,0,10.963,-0.98258,-0.00033504,-3.736
0.59601,0.020617,0,10.77,-0.92764,-0.00029003,-1.5164
0.59601,0.020617,0,10.77,-0.92764,-0.00029003,-1.5164
0.40392,0.025714,0,10.703,1.7265,0.00021042,-1.3506
0.40603,0.026965,0,10.87,1.6669,0.00018674,-3.1623
0.40392,0.025714,0,10.703,1.7265,0.00021042,-1.3506
0.41231,0.025751,0,11.25,1.7186,0.00016304,-7.7622
0.42069,0.024235,0,11.753,1.6276,0.00028103,-13.391
0.4207,0.025776,0,11.704,1.5538,0.00014374,-12.722
0.42489,0.028259,0,11.805,1.3362,7.0758e-05,-13.576
0.42141,0.028252,0,11.668,1.4272,8.721e-05,-12.108
0.43325,0.028272,0,12.053,1.0901,5.9198e-05,-16.2
0.43824,0.028277,0,12.152,0.9388,6.474e-05,-17.227
0.44161,0.02828,0,12.206,0.83635,7.0554e-05,-17.777
0.45363,0.028287,0,12.305,0.50079,8.462e-05,-18.738
0.44997,0.028285,0,12.289,0.59771,8.2786e-05,-18.616
0.45832,0.028288,0,12.318,0.38094,8.2138e-05,-18.82
0.46667,0.028289,0,12.317,0.18727,5.747e-05,-18.759
0.47501,0.028288,0,12.289,0.019654,2.0774e-05,-18.398
0.48298,0.028286,0,12.245,-0.12091,-1.916e-05,-17.853
0.48474,0.028286,0,12.233,-0.14885,-2.712e-05,-17.72
0.48336,0.028286,0,12.243,-0.12735,-2.1053e-05,-17.825
0.4917,0.028283,0,12.184,-0.25251,-5.5838e-05,-17.145
0.50004,0.028279,0,12.114,-0.36063,-8.5907e-05,-16.319
0.50838,0.028275,0,12.036,-0.45392,-0.00011089,-15.414
0.51672,0.028269,0,11.952,-0.53433,-0.00013094,-14.444
0.52923,0.025785,0,11.826,-0.66357,-0.00021311,-13.122
0.5232,0.028265,0,11.884,-0.58862,-0.00014278,-13.651
0.52506,0.028263,0,11.864,-0.60346,-0.0001458,-13.421
0.53757,0.025772,0,11.729,-0.71968,-0.0002237,-12.004
0.54591,0.025755,0,11.629,-0.76777,-0.00022937,-10.848
0.55424,0.025736,0,11.523,-0.80839,-0.00023039,-9.6432
0.56258,0.025714,0,11.413,-0.84773,-0.0002282,-8.4063
0.56258,0.025714,0,11.413,-0.84773,-0.0002282,-8.4063
0.57091,0.025689,0,11.292,-0.87382,-0.00021662,-7.0482
0.57091,0.025689,0,11.292,-0.87382,-0.00021662,-7.0482
0.42907,0.03074,0,11.881,1.1539,4.0557e-05,-14.218
0.42907,0.03074,0,11.881,1.1539,4.0557e-05,-14.218
0.43744,0.029912,0,12.096,0.93699,2.8784e-05,-16.545
0.43744,0.03075,0,12.074,0.92354,1.1061e-05,-16.262
0.43744,0.03075,0,12.074,0.92354,1.1061e-05,-16.262
0.44579,0.030756,0,12.193,0.69304,-1.5417e-07,-17.49
0.44579,0.030599,0,12.197,0.69444,4.812e-06,-17.539
0.44667,0.031279,0,12.188,0.66221,-4.5738e-06,-17.39
0.44579,0.030756,0,12.193,0.69304,-1.5417e-07,-17.49
0.45414,0.03076,0,12.252,0.47493,-1.1956e-05,-17.996
0.45414,0.032716,0,12.207,0.46538,-2.4818e-05,-17.403
0.46249,0.030762,0,12.273,0.2802,-1.8661e-05,-18.136
0.47084,0.030762,0,12.265,0.10834,-3.2925e-05,-18.014
0.47918,0.03076,0,12.233,-0.041438,-5.1975e-05,-17.615
0.48753,0.030758,0,12.187,-0.17486,-6.0979e-05,-17.097
0.48753,0.030758,0,12.187,-0.17486,-6.0979e-05,-17.097
0.49587,0.030755,0,12.126,-0.28857,-7.7188e-05,-16.382
0.49587,0.030755,0,12.126,-0.28857,-7.7188e-05,-16.382
0.50421,0.030751,0,12.056,-0.38685,-9.0658e-05,-15.562
0.50421,0.030751,0,12.056,-0.38685,-9.0658e-05,-15.562
0.51255,0.030746,0,11.979,-0.47174,-0.0001018,-14.664
0.51255,0.030746,0,11.979,-0.47174,-0.0001018,-14.664
0.52089,0.03074,0,11.895,-0.54487,-0.00011046,-13.702
0.52089,0.03074,0,11.895,-0.54487,-0.00011046,-13.702
0.42193,-0.01711,0,11.748,-1.4963,-0.00054619,-13.43
0.42071,-0.017107,0,11.701,-1.5615,-0.0004596,-12.946
0.42909,-0.01712,0,11.939,-1.1208,-0.0010092,-15.387
0.42385,-0.013372,0,11.896,-1.4915,-0.0013503,-17
0.42385,-0.013372,0,11.896,-1.4915,-0.0013503,-17
0.43746,-0.017123,0,12.01,-0.73703,-0.0011563,-16.11
0.44581,-0.017149,0,11.995,-0.4186,-0.00095979,-16.017
0.44163,-0.014055,0,11.827,-0.54041,0.00029939,-17.593
0.44999,-0.014071,0,11.645,-0.2416,0.00082829,-16.935
0.46252,-0.01715,0,11.837,0.05011,-0.00049957,-14.51
0.45834,-0.0141,0,11.469,-0.00056138,0.00095759,-15.948
0.47087,-0.017127,0,11.737,0.22005,-0.00038445,-13.467
0.46669,-0.014061,0,11.296,0.18259,0.00092368,-14.743
0.47921,-0.017122,0,11.634,0.35804,-0.00033586,-12.323
0.47814,-0.017119,0,11.647,0.34215,-0.00033997,-12.472
0.48755,-0.017118,0,11.53,0.47084,-0.00033046,-11.114
0.48234,-0.013412,0,10.789,0.4467,0.0010944,-12.534
0.48234,-0.013412,0,10.789,0.4467,0.0010944,-12.534
0.49433,-0.017117,0,11.448,0.54533,-0.00034542,-10.121
0.49589,-0.017116,0,11.429,0.56095,-0.00035072,-9.8858
0.49172,-0.012776,0,10.459,0.55347,0.0010357,-11.135
0.49068,-0.013372,0,10.762,0.54051,0.00081637,-11.137
0.49068,-0.013372,0,10.762,0.54051,0.00081637,-11.137
0.49277,-0.01339,0,10.778,0.56998,0.00073543,-10.886
0.49277,-0.01339,0,10.778,0.56998,0.00073543,-10.886
0.50423,-0.017112,0,11.328,0.63269,-0.00037986,-8.6401
0.51257,-0.014622,0,11.025,0.71892,-0.00012766,-7.5609
0.41124,-0.010836,0,11.272,-2.66,-0.0021299,-11.954
0.41124,-0.010836,0,11.272,-2.66,-0.0021299,-11.954
0.50423,-0.011466,0,9.6471,0.64835,0.0012419,-9.1435
0.51257,-0.011485,0,9.8877,0.72202,0.00093921,-7.8146
0.51257,-0.011485,0,9.8877,0.72202,0.00093921,-7.8146
0.51987,-0.01085,0,9.56,0.74383,0.00093936,-6.622
0.51987,-0.01085,0,9.56,0.74383,0.00093936,-6.622
0.52195,-0.010851,0,9.6246,0.75344,0.00086717,-6.2245
0.52195,-0.010851,0,9.6246,0.75344,0.00086717,-6.2245
0.52091,-0.010186,0,9.11,0.72896,0.0011012,-6.4373
0.54592,-0.012104,0,10.365,0.83925,-0.00010923,-2.2025
0.55605,-0.012081,0,10.297,0.8264,-0.00022998,-0.37676
0.55426,-0.012086,0,10.312,0.83051,-0.00021189,-0.70536
0.55009,-0.0077396,0,8.3522,0.78479,0.00071829,-1.5305
0.54905,-0.0083677,0,8.742,0.80133,0.00067135,-1.694
0.54905,-0.0083677,0,8.742,0.80133,0.00067135,-1.694
0.55114,-0.0083605,0,8.807,0.81181,0.0006084,-1.2451
0.55114,-0.0083605,0,8.807,0.81181,0.0006084,-1.2451
0.5626,-0.0095897,0,9.6222,0.81596,8.6193e-05,0.95324
0.56261,-0.0095897,0,9.6223,0.81589,8.5879e-05,0.95668
0.39299,-0.002728,0,7.4231,-0.65516,-0.0022286,28.547
0.38672,-0.0025977,0,8.4822,-0.2031,0.00069978,20.705
0.56246,-0.006484,0,7.8862,0.76835,0.00057845,0.95938
0.5626,-0.0064835,0,7.8906,0.76877,0.00057584,0.98872
0.5626,-0.0064835,0,7.8906,0.76877,0.00057584,0.98872
0.56989,-0.0058133,0,7.6073,0.72304,0.00047591,2.7405
0.56989,-0.0058133,0,7.6073,0.72304,0.00047591,2.7405
0.57197,-0.0058199,0,7.6905,0.7216,0.00043155,3.2268
0.57197,-0.0058199,0,7.6905,0.7216,0.00043155,3.2268
0.57093,-0.0051842,0,7.2014,0.69754,0.00049255,2.9738
0.58754,-0.0070107,0,8.6043,0.45492,1.814e-05,6.1626
0.59583,-0.0068795,0,8.6546,0.26482,2.3938e-05,5.8934
0.59584,-0.0068789,0,8.6544,0.26476,2.3985e-05,5.8925
0.60002,-0.0018633,0,5.7496,0.13867,0.00079058,5.2853
0.59899,-0.0028318,0,6.4094,0.11953,0.0010266,5.2918
0.599,-0.0033598,0,6.7606,0.14054,0.00082746,5.3953
0.60105,-0.0024907,0,6.1523,0.16367,0.00081415,5.9743
0.60105,-0.0024907,0,6.1523,0.16367,0.00081415,5.9743
0.59909,-0.0034157,0,6.8048,0.1453,0.00079714,5.4013
0.60001,-0.0031181,0,6.6767,0.15848,0.00081809,5.2934
0.60001,-0.0031181,0,6.6767,0.15848,0.00081809,5.2934
0.38671,0.0026347,0,8.4921,0.4678,0.0021302,20.517
0.39296,0.0027385,0,7.4335,0.93231,0.0048416,28.251
0.60006,0.0032523,0,5.1568,-0.90243,0.00072183,3.3468
0.60006,0.0032523,0,5.1568,-0.90243,0.00072183,3.3468
0.5751,0.0089409,0,8.662,-0.9729,0.0013266,-7.5933
0.5751,0.0089409,0,8.662,-0.9729,0.0013266,-7.5933
0.58346,0.007712,0,8.2467,-1.0743,0.0013234,-6.1714
0.58241,0.0083335,0,8.6101,-1.0724,0.0012456,-6.3125
0.58241,0.0083335,0,8.6101,-1.0724,0.0012456,-6.3125
0.58451,0.0083215,0,8.7036,-1.1339,0.0011644,-5.6384
0.58451,0.0083215,0,8.7036,-1.1339,0.0011644,-5.6384
0.59499,0.0057263,0,7.1114,-1.1529,0.00096928,0.082481
0.59499,0.0057263,0,7.1114,-1.1529,0.00096928,0.082481
0.59604,0.0050932,0,6.6525,-1.1219,0.00092779,0.67709
0.59604,0.0050932,0,6.6525,-1.1219,0.00092779,0.67709
0.41227,0.011459,0,11.551,2.9745,-0.0060355,-16.437
0.41227,0.011459,0,11.551,2.9745,-0.0060355,-16.437
0.41648,0.012753,0,11.888,2.5218,-0.0054785,-18.954
0.41648,0.012753,0,11.888,2.5218,-0.0054785,-18.954
0.41752,0.013381,0,11.939,2.42,-0.0051467,-18.978
0.41752,0.013381,0,11.939,2.42,-0.0051467,-18.978
0.42487,0.013995,0,12.2,1.8617,-0.0041315,-22.052
0.52507,0.013986,0,10.386,-0.72776,0.001156,-14.908
0.52507,0.013986,0,10.386,-0.72776,0.001156,-14.908
0.54592,0.011472,0,9.0969,-0.80815,0.0015605,-11.911
0.56155,0.010858,0,9.3507,-0.91381,0.001184,-9.4931
0.56155,0.010858,0,9.3507,-0.91381,0.001184,-9.4931
0.56364,0.010858,0,9.4536,-0.94132,0.0011029,-9.1684
0.56364,0.010858,0,9.4536,-0.94132,0.0011029,-9.1684
0.56296,0.010232,0,8.9864,-0.90362,0.0013427,-9.376
0.5626,0.010233,0,8.9666,-0.89719,0.0013552,-9.4338
0.57927,0.012052,0,10.422,-1.1123,0.00017793,-6.4316
0.58764,0.011998,0,10.369,-1.195,3.2567e-05,-3.9468
0.41229,0.017087,0,11.439,2.3914,0.0011734,-11.499
0.41229,0.017087,0,11.439,2.3914,0.0011734,-11.499
0.42068,0.017111,0,12.017,1.9996,-8.4098e-05,-17.665
0.42175,0.017113,0,12.067,1.9422,-0.00037261,-18.183
0.43638,0.015879,0,12.375,1.1831,-0.0031297,-23.156
0.43638,0.015879,0,12.375,1.1831,-0.0031297,-23.156
0.45414,0.016455,0,12.232,0.46511,-0.0014392,-23.087
0.45414,0.016455,0,12.232,0.46511,-0.0014392,-23.087
0.46235,0.016516,0,12.078,0.22161,-0.000827,-22.555
0.46249,0.016516,0,12.075,0.2176,-0.00081733,-22.543
0.47084,0.016515,0,11.909,0.011451,-0.00037758,-21.77
0.47825,0.016467,0,11.77,-0.14526,-0.00010032,-20.985
0.47919,0.01646,0,11.757,-0.16172,-7.9231e-05,-20.902
0.47919,0.01646,0,11.757,-0.16172,-7.9231e-05,-20.902
0.50318,0.015898,0,11.305,-0.52218,0.00040568,-17.897
0.50318,0.015898,0,11.305,-0.52218,0.00040568,-17.897
0.50526,0.015888,0,11.298,-0.54611,0.000363,-17.555
0.50526,0.015888,0,11.298,-0.54611,0.000363,-17.555
0.50422,0.01528,0,10.97,-0.53192,0.0010107,-17.795
0.52868,0.017119,0,11.591,-0.76019,-0.00066894,-14.048
0.52924,0.017119,0,11.587,-0.76447,-0.00066752,-13.969
0.53757,0.017109,0,11.528,-0.82433,-0.0006479,-12.753
0.53758,0.017109,0,11.528,-0.82437,-0.00064789,-12.752
0.54486,0.017096,0,11.471,-0.87052,-0.00062606,-11.67
0.54592,0.017094,0,11.462,-0.87705,-0.0006226,-11.515
0.55426,0.014601,0,11.019,-0.9403,-0.00016793,-10.415
0.44579,0.019623,0,12.478,0.77798,-0.0012552,-21.824
0.44652,0.019621,0,12.48,0.75152,-0.0012975,-21.848
0.45414,0.019612,0,12.474,0.49641,-0.0016094,-21.88
0.45228,0.01961,0,12.479,0.55452,-0.0015555,-21.904
0.46249,0.019627,0,12.433,0.25462,-0.0016803,-21.516
0.46154,0.019625,0,12.438,0.28043,-0.0016812,-21.566
0.47084,0.019627,0,12.369,0.050168,-0.0016196,-20.907
0.47878,0.019614,0,12.294,-0.11574,-0.001506,-20.149
0.47919,0.019613,0,12.29,-0.1239,-0.001499,-20.107
0.4896,0.019626,0,12.188,-0.30294,-0.0013077,-18.97
0.48753,0.019624,0,12.209,-0.26931,-0.0013453,-19.201
0.43013,-0.013386,0,11.9,-1.0935,-0.00033485,-17.989
0.43013,-0.013386,0,11.9,-1.0935,-0.00033485,-17.989
0.43746,-0.013987,0,11.892,-0.72242,-7.9898e-05,-17.762
0.44581,-0.014102,0,11.746,-0.38159,0.0005756,-17.28
0.46252,-0.014101,0,11.383,0.094772,0.00094072,-15.315
0.46298,-0.014098,0,11.373,0.10491,0.00093933,-15.251
0.47086,-0.014007,0,11.215,0.26245,0.00089209,-14.158
0.48025,-0.013398,0,10.793,0.41568,0.0010932,-12.874
0.48025,-0.013398,0,10.793,0.41568,0.0010932,-12.874
0.48859,-0.013353,0,10.738,0.52086,0.001076,-11.461
0.48859,-0.013353,0,10.738,0.52086,0.001076,-11.461
0.49485,-0.013381,0,10.774,0.59212,0.00068039,-10.466
0.49485,-0.013381,0,10.774,0.59212,0.00068039,-10.466
0.49589,-0.012734,0,10.464,0.60199,0.00095627,-10.426
0.49589,-0.012734,0,10.464,0.60199,0.00095627,-10.426
0.40273,-0.0082643,0,9.4561,-3.5111,-0.0039441,5.0042
0.40273,-0.0082643,0,9.4561,-3.5111,-0.0039441,5.0042
0.53759,-0.0089873,0,8.8111,0.78019,0.00087727,-3.7665
0.54697,-0.0083686,0,8.6555,0.7907,0.00083147,-2.0143
0.54697,-0.0083686,0,8.6555,0.7907,0.00083147,-2.0143
0.40269,0.0082751,0,9.4769,3.9459,-0.0060415,2.999
0.40269,0.0082751,0,9.4769,3.9459,-0.0060415,2.999
0.40378,0.0089118,0,9.9549,3.8678,-0.0059757,-1.5176
0.40378,0.0089118,0,9.9549,3.8678,-0.0059757,-1.5176
0.53758,0.012767,0,9.8427,-0.79356,0.001335,-13.174
0.53654,0.013387,0,10.231,-0.80098,0.0010127,-13.25
0.53654,0.013387,0,10.231,-0.80098,0.0010127,-13.25
0.53862,0.013378,0,10.286,-0.82394,0.00094187,-12.883
0.53862,0.013378,0,10.286,-0.82394,0.00094187,-12.883
0.41231,-0.014597,0,11.257,-2.1839,-0.0004933,-9.2536
0.52091,-0.014613,0,10.952,0.76134,-0.00022646,-6.2448
0.52925,-0.014608,0,10.874,0.79092,-0.0002974,-4.9188
0.41019,-0.010221,0,11.15,-2.8204,-0.0022062,-11.246
0.41485,-0.011441,0,11.575,-2.2683,-0.0016286,-14.751
0.41441,-0.011445,0,11.554,-2.3027,-0.0017155,-14.467
0.41441,-0.011445,0,11.554,-2.3027,-0.0017155,-14.467
0.41862,-0.01145,0,11.705,-1.9297,-0.00062833,-16.924
0.50111,-0.011646,0,9.7028,0.62628,0.0012819,-9.7273
0.50111,-0.012128,0,10.074,0.63462,0.0010822,-9.6635
0.50111,-0.012128,0,10.074,0.63462,0.0010822,-9.6635
0.50171,-0.011523,0,9.6243,0.63115,0.0013134,-9.6443
0.50215,-0.011524,0,9.6375,0.63637,0.0012983,-9.5703
0.50631,-0.011436,0,9.6835,0.6646,0.0011753,-8.7635
0.50535,-0.011444,0,9.6597,0.65686,0.0012093,-8.9443
0.51049,-0.011509,0,9.861,0.70222,0.0010019,-8.1971
0.51086,-0.011505,0,9.866,0.7063,0.00099035,-8.1228
0.51883,-0.010225,0,9.0557,0.71813,0.0011594,-6.8438
0.52299,-0.010234,0,9.2383,0.74025,0.0010186,-6.1196
0.52716,-0.010241,0,9.3888,0.77917,0.00088471,-5.4608
0.52716,-0.010241,0,9.3888,0.77917,0.00088471,-5.4608
0.57093,-0.0095594,0,9.6058,0.76149,-5.96e-05,2.7064
0.57256,-0.0095535,0,9.5968,0.74467,-8.4471e-05,3.0554
0.57926,-0.0095237,0,9.5474,0.6488,-0.00017652,4.4313
0.58134,-0.0082789,0,9.1297,0.61485,-4.4423e-05,5.0148
0.58547,-0.0082498,0,9.0623,0.51764,-9.2079e-05,5.7147
0.58547,-0.0082498,0,9.0623,0.51764,-9.2079e-05,5.7147
0.39834,-0.0041915,0,6.7151,-2.8413,-0.005727,30.165
0.39834,-0.0041915,0,6.7151,-2.8413,-0.005727,30.165
0.55634,-0.0064638,0,7.5791,0.74712,0.00070709,-0.31312
0.56051,-0.0064918,0,7.8145,0.75662,0.00061898,0.54392
0.56884,-0.0051588,0,7.0867,0.70203,0.00053033,2.4953
0.57301,-0.0051903,0,7.2843,0.70682,0.00045338,3.4004
0.57301,-0.0051903,0,7.2843,0.70682,0.00045338,3.4004
0.60417,-0.0062478,0,8.4456,0.18289,8.165e-05,5.6047
0.60417,-0.0062478,0,8.4456,0.18289,8.165e-05,5.6047
0.6125,-0.0024948,0,6.3205,0.076116,0.00093209,5.0432
0.60625,-0.0024886,0,6.2714,0.098834,0.00092053,5.5926
0.6125,0.0025043,0,5.6227,-0.40333,0.0011836,4.8458
0.60625,0.0024963,0,4.8834,-0.51884,0.0010726,5.346
0.59071,0.0063987,0,7.5442,-1.1843,0.0011436,-2.7869
0.58976,0.006413,0,7.5146,-1.1669,0.0011848,-3.3494
0.60417,0.0062477,0,7.8081,-0.86168,0.00067509,4.3105
0.60417,0.0062477,0,7.8081,-0.86168,0.00067509,4.3105
0.60218,0.0065419,0,7.8999,-0.94564,0.00071149,3.6755
0.60217,0.0076436,0,8.5075,-0.97537,0.00057421,3.2682
0.60217,0.0076436,0,8.5075,-0.97537,0.00057421,3.2682
0.41444,0.011473,0,11.703,2.7901,-0.0051836,-18.472
0.41438,0.011472,0,11.699,2.7961,-0.0052345,-18.411
0.41542,0.012119,0,11.793,2.6631,-0.0053745,-18.737
0.41542,0.012119,0,11.793,2.6631,-0.0053745,-18.737
0.54901,0.011491,0,9.2887,-0.83133,0.0014197,-11.413
0.548,0.011473,0,9.214,-0.8217,0.0014713,-11.527
0.55217,0.011488,0,9.4375,-0.87509,0.0012952,-11.002
0.55217,0.011488,0,9.4375,-0.87509,0.0012952,-11.002
0.56468,0.010227,0,9.0686,-0.92706,0.0012878,-9.0952
0.56468,0.010227,0,9.0686,-0.92706,0.0012878,-9.0952
0.5965,0.0094187,0,9.4154,-1.1629,0.00043123,0.2908
0.59602,0.009436,0,9.4232,-1.1715,0.0004392,0.07343
0.42278,0.018356,0,12.074,1.8297,0.00056685,-17.823
0.43477,0.015248,0,12.327,1.263,-0.0029448,-23.295
0.43534,0.015253,0,12.323,1.2337,-0.0028263,-23.37
0.45623,0.016475,0,12.197,0.40374,-0.0012817,-23.001
0.4604,0.016507,0,12.117,0.27566,-0.00095949,-22.707
0.46458,0.016522,0,12.034,0.16227,-0.00069031,-22.366
0.46875,0.016521,0,11.951,0.059355,-0.00047132,-21.978
0.47293,0.016506,0,11.869,-0.034403,-0.00029052,-21.554
0.4771,0.016478,0,11.791,-0.1206,-0.00013709,-21.105
0.50213,0.015284,0,10.956,-0.5042,0.0010926,-18.134
0.50221,0.015284,0,10.957,-0.50529,0.0010895,-18.124
0.5063,0.015245,0,10.963,-0.55388,0.00096432,-17.48
0.56307,0.014582,0,11.017,-0.99059,-0.00028197,-9.0296
0.56259,0.014583,0,11.018,-0.98786,-0.00027747,-9.1065
0.42906,0.019607,0,12.253,1.478,0.0004655,-19.357
0.43706,0.019616,0,12.411,1.1215,-0.00048035,-21.058
0.43743,0.019616,0,12.416,1.1058,-0.00052249,-21.114
0.49588,0.019621,0,12.123,-0.3948,-0.0011947,-18.196
0.50413,0.019618,0,12.039,-0.50042,-0.001058,-17.155
0.50427,0.019618,0,12.038,-0.50209,-0.0010558,-17.137
0.50422,0.019618,0,12.038,-0.50152,-0.0010565,-17.144
0.51256,0.019613,0,11.952,-0.59202,-0.00092844,-16.031
0.42281,-0.012737,0,11.863,-1.5604,-0.0011165,-17.243
0.42281,-0.012737,0,11.863,-1.5604,-0.0011165,-17.243
0.43537,-0.013964,0,11.917,-0.81269,-0.00030752,-17.761
0.43537,-0.013964,0,11.917,-0.81269,-0.00030752,-17.761
0.43955,-0.014022,0,11.861,-0.62816,0.0001237,-17.697
0.44372,-0.014082,0,11.788,-0.45838,0.00045135,-17.448
0.44861,-0.014098,0,11.683,-0.28561,0.00073423,-17.043
0.4479,-0.014107,0,11.701,-0.30945,0.00069434,-17.101
0.46043,-0.014112,0,11.427,0.047944,0.00094542,-15.599
0.46461,-0.014083,0,11.339,0.13985,0.00093356,-15.029
0.46878,-0.014036,0,11.255,0.22338,0.00090982,-14.451
0.47295,-0.013978,0,11.181,0.30022,0.0008599,-13.892
0.47295,-0.013978,0,11.181,0.30022,0.0008599,-13.892
0.4813,-0.012821,0,10.422,0.4375,0.0013616,-12.825
0.48963,-0.012707,0,10.386,0.52706,0.0012652,-11.326
0.4936,-0.012771,0,10.471,0.57637,0.00099396,-10.8
0.49381,-0.01277,0,10.471,0.57837,0.00098964,-10.758
0.41966,-0.012087,0,11.769,-1.8265,-0.00104,-16.827
0.41966,-0.012087,0,11.769,-1.8265,-0.00104,-16.827
0.50319,-0.012125,0,10.103,0.65493,0.0010155,-9.3156
0.50319,-0.012125,0,10.103,0.65493,0.0010155,-9.3156
0.50528,-0.012104,0,10.116,0.66951,0.00095507,-8.9179
0.50528,-0.012104,0,10.116,0.66951,0.00095507,-8.9179
0.53967,-0.0089894,0,8.8914,0.80041,0.00082071,-3.3921
0.53967,-0.0089894,0,8.8914,0.80041,0.00082071,-3.3921
0.54801,-0.0077421,0,8.2543,0.76822,0.0008435,-1.852
0.55217,-0.0077164,0,8.4149,0.79702,0.00068121,-1.1062
0.55217,-0.0077164,0,8.4149,0.79702,0.00068121,-1.1062
0.39725,-0.0035001,0,6.4801,-2.2387,-0.0060522,32.997
0.39725,-0.0035001,0,6.4801,-2.2387,-0.0060522,32.997
0.5553,-0.0070972,0,8.0213,0.769,0.00068036,-0.5208
0.5553,-0.0070972,0,8.0213,0.769,0.00068036,-0.5208
0.58031,-0.0042361,0,6.7395,0.59275,0.00038986,5.5157
0.58031,-0.0045904,0,6.999,0.60088,0.00037168,5.5027
0.58031,-0.0045904,0,6.999,0.60088,0.00037168,5.5027
0.58135,-0.0039753,0,6.5759,0.57575,0.00039728,5.724
0.58135,-0.0039753,0,6.5759,0.57575,0.00039728,5.724
0.59791,-0.0024239,0,6.1006,0.07446,0.0012875,5.7707
0.59791,-0.0024239,0,6.1006,0.07446,0.0012875,5.7707
0.59791,-0.0036219,0,6.926,0.1399,0.00065876,5.7356
0.59877,-0.0034835,0,6.841,0.1431,0.00076584,5.4814
0.59791,-0.0036219,0,6.926,0.1399,0.00065876,5.7356
0.58871,0.0070486,0,7.9357,-1.1762,0.0011875,-3.9303
0.58871,0.0070486,0,7.9357,-1.1762,0.0011875,-3.9303
0.58556,0.007693,0,8.3303,-1.1357,0.0012468,-5.4399
0.58556,0.007693,0,8.3303,-1.1357,0.0012468,-5.4399
0.42342,0.013993,0,12.178,1.9564,-0.0044861,-21.564
0.42278,0.013994,0,12.167,1.9948,-0.0045929,-21.345
0.42278,0.013994,0,12.167,1.9948,-0.0045929,-21.345
0.52298,0.014009,0,10.353,-0.70324,0.0012596,-15.264
0.54488,0.012122,0,9.5686,-0.82918,0.0013314,-12.112
0.54488,0.012122,0,9.5686,-0.82918,0.0013314,-12.112
0.54696,0.012113,0,9.6461,-0.84329,0.0012516,-11.693
0.54696,0.012113,0,9.6461,-0.84329,0.0012516,-11.693
0.53917,0.012742,0,9.8803,-0.81233,0.0012629,-12.896
0.53966,0.012734,0,9.8908,-0.8171,0.0012435,-12.82
0.53966,0.012734,0,9.8908,-0.8171,0.0012435,-12.82
0.43536,-0.018364,0,11.98,-0.81817,-0.00084786,-15.404
0.43118,-0.01836,0,11.937,-1.0046,-0.00079007,-15.054
0.43118,-0.01836,0,11.937,-1.0046,-0.00079007,-15.054
0.43955,-0.01837,0,11.999,-0.64982,-0.00090181,-15.567
0.44372,-0.018376,0,11.999,-0.49594,-0.00088594,-15.578
0.45417,-0.019611,0,11.938,-0.17998,-0.00061192,-14.597
0.4479,-0.018377,0,11.985,-0.3561,-0.00083267,-15.429
0.46043,-0.018378,0,11.888,-0.011935,-0.00061102,-14.41
0.4646,-0.018377,0,11.845,0.081227,-0.00054763,-13.946
0.46878,-0.018371,0,11.8,0.16555,-0.00049904,-13.455
0.47295,-0.018365,0,11.751,0.24144,-0.00046164,-12.93
0.47712,-0.018362,0,11.698,0.31197,-0.0004207,-12.403
0.47712,-0.018362,0,11.698,0.31197,-0.0004207,-12.403
0.40387,-0.014559,0,10.283,-2.3478,-0.00059539,1.5018
0.40387,-0.014559,0,10.283,-2.3478,-0.00059539,1.5018
0.40172,-0.013283,0,9.8305,-2.4133,-0.00092356,6.0426
0.40172,-0.013283,0,9.8305,-2.4133,-0.00092356,6.0426
0.44268,-0.014679,0,11.894,-0.50889,-0.00014997,-17.269
0.44268,-0.014679,0,11.894,-0.50889,-0.00014997,-17.269
0.44059,-0.014658,0,11.922,-0.5929,-0.00031378,-17.374
0.44059,-0.014658,0,11.922,-0.5929,-0.00031378,-17.374
0.45103,-0.014647,0,11.744,-0.21455,0.00040829,-16.649
0.45103,-0.014647,0,11.744,-0.21455,0.00040829,-16.649
0.44895,-0.014688,0,11.791,-0.28525,0.00025213,-16.807
0.44895,-0.014688,0,11.791,-0.28525,0.00025213,-16.807
0.45939,-0.014701,0,11.606,0.014047,0.00052325,-15.612
0.45939,-0.014701,0,11.606,0.014047,0.00052325,-15.612
0.4573,-0.01467,0,11.636,-0.041072,0.00052182,-15.893
0.4573,-0.01467,0,11.636,-0.041072,0.00052182,-15.893
0.46774,-0.014665,0,11.458,0.19486,0.00054098,-14.468
